participant_name,source_type,age,gender,student_status,region,platform_sessions_per_day,messages_sent_per_day,in_person_conversations_per_week,shared_meals_or_social_events_per_week,group_activities_per_month,trusted_contacts_count,sleep_hours,self_reported_stress_0_100,lq1,lq2,lq3,lq4,lq5,lq6,lq7,sci1,sci2,sci3,sci4,sci5,sci6,delay_immediate_choice_1,delay_immediate_choice_2,delay_immediate_choice_3,delay_immediate_choice_4,delay_immediate_choice_5,delay_immediate_choice_6,spend1,spend2,spend3,spend4,spend5,risk_choice_1,risk_choice_2,risk_choice_3,risk_choice_4,risk_choice_5,conflict_defense_1,conflict_defense_2,conflict_defense_3,conflict_defense_4,conflict_defense_5,loneliness_score,social_connection_score,immediate_reward_bias,impulsive_spending_score,high_risk_choice_score,conflict_defense_score,risk_decision_index,loneliness_group,top_quartile_risk,decision_type,created_at,data_note
Ruby Shah,synthetic_pilot,16,Female,High school,North America,7,17,12,6,2,4,6.7,39.5,1,2,2,2,1,2,1,4,2,4,4,4,4,0,1,0,0,0,1,2,1,1,2,3,0,1,0,0,1,2,2,1,3,3,14.3,66.7,33.3,20.0,40.0,30.0,31.2,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Naomi Zhang,synthetic_pilot,20,Female,Undergraduate,North America,8,8,1,0,1,2,5.4,65.2,3,4,4,4,4,4,4,3,3,2,1,2,1,1,1,1,0,1,0,5,4,4,5,4,0,1,0,1,1,3,5,4,4,4,71.4,25.0,66.7,85.0,60.0,75.0,70.8,Moderate loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Adrian Reed,synthetic_pilot,17,Female,Gap year,North America,13,20,4,3,1,1,5.9,44.1,5,3,5,4,5,5,2,2,2,2,3,3,3,0,0,1,1,0,0,5,2,5,3,4,1,1,1,1,1,4,4,4,4,4,78.6,37.5,33.3,70.0,100.0,75.0,65.4,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Theo Collins,synthetic_pilot,18,Male,Undergraduate,North America,9,24,13,0,3,2,5.4,55.4,3,3,3,4,4,4,4,3,2,4,3,3,3,0,0,0,0,0,0,3,5,3,4,2,0,0,0,1,0,3,3,4,4,5,64.3,50.0,0.0,60.0,20.0,70.0,30.5,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Julian Nguyen,synthetic_pilot,17,Male,Undergraduate,Other,8,14,10,4,0,6,6.9,45.3,2,3,3,2,3,3,4,3,5,5,5,5,5,0,0,1,1,1,1,2,1,3,2,2,0,0,0,0,0,1,2,1,2,1,46.4,91.7,66.7,25.0,0.0,10.0,31.1,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Lucas Torres,synthetic_pilot,21,Male,Undergraduate,Other,7,22,8,0,2,2,5.2,77.0,3,5,4,2,5,4,4,3,3,2,2,3,3,1,1,1,1,0,0,2,3,4,4,5,0,0,1,0,1,2,4,4,3,4,71.4,41.7,66.7,65.0,40.0,60.0,58.6,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Grace Young,synthetic_pilot,22,Female,Undergraduate,North America,9,29,11,6,3,4,7.3,53.4,2,3,1,2,2,1,1,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,1,1,0,1,0,0,4,3,3,2,2,17.9,100.0,0.0,10.0,40.0,45.0,19.2,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Julian Bennett,synthetic_pilot,19,Female,High school,East Asia,9,19,1,0,3,1,4.5,68.8,5,5,4,3,3,5,5,2,3,2,1,2,1,0,1,1,0,0,1,4,5,4,3,4,1,1,0,1,0,2,3,2,4,5,82.1,20.8,50.0,75.0,60.0,55.0,59.5,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Owen Chen,synthetic_pilot,17,Female,Undergraduate,Europe,10,19,11,3,3,4,7.0,31.2,2,4,4,3,2,4,3,4,5,4,4,4,3,0,0,0,1,0,0,1,2,1,3,1,0,0,0,1,1,3,2,2,3,3,53.6,75.0,16.7,15.0,40.0,40.0,25.6,Moderate loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Maya Lin,synthetic_pilot,21,Male,High school,North America,0,13,11,4,4,2,6.4,16.6,1,1,1,1,1,1,1,5,5,4,5,4,4,1,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,1,1,1,2,2,0.0,87.5,16.7,5.0,20.0,10.0,13.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Daniel Ali,synthetic_pilot,24,Female,High school,North America,11,14,9,4,0,2,6.8,45.9,4,5,5,4,4,5,5,3,4,2,3,2,2,0,0,1,1,1,0,3,4,4,3,4,0,1,0,1,0,4,3,5,5,4,89.3,41.7,50.0,65.0,40.0,80.0,55.8,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Naomi Hassan,synthetic_pilot,17,Female,High school,North America,13,26,4,6,2,2,5.8,40.8,4,4,3,3,3,2,3,4,2,3,3,1,3,0,1,1,0,0,0,1,2,3,3,3,1,0,0,0,1,3,2,2,3,3,53.6,41.7,33.3,35.0,40.0,40.0,36.4,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Kai Young,synthetic_pilot,20,Female,Undergraduate,North America,3,24,25,9,5,7,8.4,10.9,1,2,1,1,1,2,2,5,5,5,5,5,5,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,0,2,1,1,1,2,10.7,100.0,0.0,20.0,0.0,10.0,6.5,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Chloe Chen,synthetic_pilot,21,Male,Undergraduate,Other,11,19,3,3,0,2,6.1,62.1,4,3,2,4,5,5,5,1,2,2,1,1,1,0,0,1,1,1,1,4,5,5,4,5,1,0,1,0,1,3,4,3,3,4,75.0,8.3,66.7,90.0,60.0,60.0,69.8,High loneliness,1,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Zoe Turner,synthetic_pilot,19,Female,Undergraduate,East Asia,16,4,0,0,1,0,5.1,75.5,5,5,5,5,5,4,5,1,2,1,1,1,2,1,1,1,1,0,1,5,5,4,4,5,1,0,1,1,1,5,5,5,5,4,96.4,8.3,83.3,90.0,80.0,95.0,85.9,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Eli Tan,synthetic_pilot,19,Male,Early career,North America,9,26,6,1,3,2,6.0,76.3,5,4,5,5,4,5,5,2,3,2,2,2,3,1,0,1,1,0,1,5,5,5,5,4,1,1,1,0,1,2,4,5,4,5,92.9,33.3,66.7,95.0,80.0,75.0,78.3,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Iris Carter,synthetic_pilot,20,Female,High school,North America,9,28,16,6,1,4,5.5,91.1,3,3,3,3,2,3,2,4,4,5,4,4,5,1,1,1,1,0,0,2,2,3,1,2,1,0,1,1,1,4,2,3,3,3,42.9,83.3,66.7,25.0,80.0,50.0,57.1,Low loneliness,0,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Jonah Tan,synthetic_pilot,16,Female,Early career,North America,10,9,9,1,3,2,5.0,81.7,4,5,4,5,5,4,5,3,3,2,2,1,2,0,1,0,0,1,1,5,4,4,5,4,1,0,1,1,0,5,5,5,4,5,89.3,29.2,50.0,85.0,60.0,95.0,68.0,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Adrian Rivera,synthetic_pilot,17,Female,High school,East Asia,11,33,12,6,3,4,6.6,58.0,2,3,3,3,2,3,3,5,4,4,5,4,5,0,0,0,0,0,1,3,3,3,3,2,1,0,0,1,0,3,4,3,3,4,42.9,87.5,16.7,45.0,40.0,60.0,36.1,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Felix Brooks,synthetic_pilot,16,Female,High school,North America,14,13,3,0,2,0,6.3,67.4,4,5,5,3,5,3,4,2,2,4,2,3,1,0,0,1,1,1,1,5,4,5,5,4,0,1,1,1,1,5,4,5,5,4,78.6,33.3,66.7,90.0,80.0,90.0,79.3,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Sofia Khan,synthetic_pilot,19,Male,High school,Other,9,23,0,3,0,3,6.6,34.6,3,3,4,4,3,2,2,3,4,3,4,3,4,1,0,0,1,0,0,2,2,3,2,2,0,0,0,0,1,4,2,4,4,2,50.0,62.5,33.3,30.0,20.0,55.0,32.4,Moderate loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Daniel Murphy,synthetic_pilot,18,Male,Undergraduate,East Asia,5,11,0,2,0,0,5.9,38.7,5,5,5,4,4,5,4,2,1,2,4,1,3,1,1,0,1,0,1,4,5,5,4,5,0,1,1,1,1,4,4,5,5,5,89.3,29.2,66.7,90.0,80.0,90.0,79.3,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nina Reed,synthetic_pilot,17,Female,Undergraduate,North America,9,12,0,2,1,0,5.6,67.9,5,3,5,3,5,5,5,2,2,4,4,4,2,0,0,0,0,1,0,4,4,2,3,3,1,1,1,0,0,5,5,4,5,4,85.7,50.0,16.7,55.0,60.0,90.0,48.1,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Isaac Santos,synthetic_pilot,16,Female,High school,East Asia,13,28,6,4,2,2,6.5,65.5,3,3,3,2,1,2,4,3,3,2,4,3,3,0,0,1,1,0,0,4,4,3,2,4,1,0,1,1,0,1,2,4,3,5,39.3,50.0,33.3,60.0,60.0,50.0,49.2,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nina Rossi,synthetic_pilot,20,Female,Undergraduate,North America,8,22,10,4,3,4,5.7,34.3,4,3,3,2,2,2,4,4,4,5,4,2,4,0,1,1,0,1,0,2,4,2,4,3,0,1,0,1,1,5,4,3,3,4,46.4,70.8,50.0,50.0,60.0,70.0,55.5,Low loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Julian Wilson,synthetic_pilot,21,Female,Early career,Europe,7,16,4,2,0,1,6.2,53.7,4,5,5,5,4,5,5,3,1,3,1,2,3,1,0,1,0,0,0,5,5,5,5,5,0,1,1,0,1,1,3,2,3,3,92.9,29.2,33.3,100.0,60.0,35.0,56.9,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Lucas Foster,synthetic_pilot,22,Male,High school,East Asia,8,29,9,4,6,4,6.3,50.2,5,4,4,2,3,4,5,5,5,5,4,5,4,0,1,0,1,0,0,2,4,3,3,4,0,1,1,0,1,3,3,4,3,3,71.4,91.7,33.3,55.0,60.0,55.0,48.7,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Caleb Collins,synthetic_pilot,20,Male,High school,North America,6,22,14,4,1,3,6.4,46.1,3,4,4,2,2,4,3,3,3,4,4,4,3,0,0,0,1,1,1,1,2,3,3,3,1,0,0,0,0,4,4,3,2,3,53.6,62.5,50.0,35.0,20.0,55.0,39.5,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Adrian Foster,synthetic_pilot,19,Male,Early career,North America,4,1,14,5,1,0,6.5,77.8,2,3,4,1,2,4,3,3,1,3,4,4,4,0,0,0,0,0,0,3,3,2,3,2,0,1,0,1,0,5,4,4,4,4,42.9,54.2,0.0,40.0,40.0,80.0,32.0,Low loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Sofia Ibrahim,synthetic_pilot,19,Male,High school,Other,10,17,7,5,5,3,6.8,75.6,3,5,3,3,4,5,3,4,4,3,4,4,4,1,0,1,0,1,0,3,3,3,3,3,0,0,1,1,1,3,2,4,4,3,67.9,70.8,50.0,50.0,60.0,55.0,53.2,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Grace Walker,synthetic_pilot,18,Male,High school,Other,14,24,5,2,3,1,5.5,70.8,4,4,4,5,3,5,4,4,3,3,3,3,2,1,1,0,1,1,1,4,5,4,5,5,0,0,0,1,0,3,3,3,4,4,78.6,50.0,83.3,90.0,20.0,60.0,65.7,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Hannah Collins,synthetic_pilot,18,Female,High school,North America,15,21,7,2,1,0,6.3,90.2,4,5,4,4,5,4,4,1,1,2,2,2,2,1,0,1,1,0,1,4,3,4,5,5,1,0,1,0,1,5,5,5,5,5,82.1,16.7,66.7,80.0,60.0,100.0,73.3,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nora Hughes,synthetic_pilot,18,Female,Undergraduate,East Asia,12,21,10,5,3,5,6.9,46.8,3,5,4,2,2,3,3,5,5,4,5,4,5,1,0,0,0,0,0,2,3,2,1,3,1,0,0,1,0,3,2,4,4,3,53.6,91.7,16.7,30.0,40.0,55.0,31.6,Moderate loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Theo Zhang,synthetic_pilot,19,Female,High school,Europe,10,18,0,1,3,2,5.2,72.2,5,5,5,5,4,4,4,2,3,2,2,3,2,1,1,1,1,1,0,5,5,4,5,5,1,0,0,0,1,5,5,4,4,4,89.3,33.3,83.3,95.0,40.0,85.0,75.7,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ruby Mehta,synthetic_pilot,16,Female,High school,Europe,0,26,18,4,3,2,7.4,7.6,3,2,2,3,2,2,2,4,4,1,3,3,3,0,0,0,0,0,0,2,3,1,3,3,0,0,0,0,0,3,4,4,3,3,32.1,50.0,0.0,35.0,0.0,60.0,17.8,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Eli Patel,synthetic_pilot,21,Male,Early career,Europe,4,6,20,4,6,1,8.4,37.3,3,5,2,2,2,3,1,3,5,3,5,5,4,0,1,0,0,1,0,2,2,3,3,2,0,0,0,1,1,3,3,4,4,4,39.3,79.2,33.3,35.0,40.0,65.0,40.2,Low loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Zoe Lin,synthetic_pilot,20,Female,High school,North America,13,27,7,1,4,1,5.8,59.9,5,5,4,5,5,5,4,4,2,3,2,4,4,1,1,0,1,0,0,5,5,3,5,5,1,0,0,0,1,4,3,4,4,4,92.9,54.2,50.0,90.0,40.0,70.0,60.5,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Leo Park,synthetic_pilot,16,Male,High school,Other,11,10,2,1,1,0,5.8,74.7,4,4,5,5,4,4,4,1,2,1,3,3,4,0,0,1,1,1,0,5,4,4,2,3,0,1,1,1,0,4,4,5,4,5,82.1,33.3,50.0,65.0,60.0,85.0,61.5,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Hannah Liu,synthetic_pilot,21,Female,High school,Other,13,2,3,5,3,2,6.1,59.0,4,2,3,5,3,3,3,2,1,2,1,1,3,1,0,1,0,1,1,5,5,4,5,4,1,1,0,1,1,4,5,4,5,4,57.1,16.7,66.7,90.0,80.0,85.0,78.6,Moderate loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nora Gray,synthetic_pilot,18,Male,Undergraduate,Other,11,16,4,3,3,2,6.4,48.0,4,4,3,4,4,3,3,3,3,4,3,5,2,0,1,1,1,1,1,1,1,2,3,1,0,0,1,0,0,5,3,4,4,3,64.3,58.3,83.3,15.0,20.0,70.0,48.4,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Clara Lopez,synthetic_pilot,19,Male,High school,North America,7,30,9,4,6,4,7.2,40.2,5,3,3,4,3,5,4,4,5,5,5,5,5,0,0,1,0,0,0,4,2,2,4,3,1,1,0,1,0,3,3,4,3,2,71.4,95.8,16.7,50.0,60.0,50.0,40.8,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Jasper Chen,synthetic_pilot,17,Female,Undergraduate,Other,14,25,17,4,1,2,6.7,52.1,2,2,2,3,2,2,1,4,5,5,5,5,3,0,0,1,0,0,0,2,3,2,3,4,0,0,0,1,1,3,2,2,3,1,25.0,87.5,16.7,45.0,40.0,30.0,31.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Julian Reed,synthetic_pilot,17,Male,Undergraduate,North America,7,6,6,1,3,1,5.9,39.7,5,5,5,5,4,4,5,2,3,2,3,1,3,1,1,0,0,0,0,5,5,3,4,5,1,0,1,1,0,4,4,4,4,4,92.9,33.3,33.3,85.0,60.0,75.0,59.2,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ava Liu,synthetic_pilot,19,Male,Early career,North America,12,23,16,3,2,1,6.9,42.1,1,2,4,2,2,4,2,2,2,3,3,2,5,0,0,0,0,0,0,4,5,4,5,4,0,1,1,1,0,2,2,1,2,1,35.7,45.8,0.0,85.0,60.0,15.0,38.5,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Daniel Shah,synthetic_pilot,20,Male,Early career,North America,5,11,2,2,3,1,6.1,47.6,5,5,3,3,4,4,2,2,1,3,2,1,1,0,1,0,1,1,0,3,3,3,3,3,1,0,1,0,0,5,5,5,5,4,67.9,16.7,50.0,50.0,40.0,95.0,54.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Amelia Foster,synthetic_pilot,22,Female,Undergraduate,East Asia,14,18,5,1,1,2,4.7,89.8,5,4,5,5,5,4,5,4,2,4,3,3,2,1,1,0,0,0,1,5,5,5,5,5,1,0,1,1,0,5,5,4,5,4,92.9,50.0,50.0,100.0,60.0,90.0,71.0,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Naomi Foster,synthetic_pilot,19,Female,High school,North America,14,15,0,0,1,0,5.5,83.8,5,5,5,5,5,5,5,3,2,3,3,3,3,1,0,1,0,0,1,5,5,4,5,5,0,1,1,1,1,2,3,4,3,3,100.0,45.8,50.0,95.0,80.0,50.0,68.8,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ella Taylor,synthetic_pilot,20,Female,Undergraduate,Europe,8,36,16,7,4,4,5.7,60.1,2,3,3,3,3,5,3,5,5,5,4,5,5,1,0,1,1,0,0,1,1,2,3,3,0,1,1,0,0,2,2,3,2,5,53.6,95.8,50.0,25.0,40.0,45.0,40.5,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Leah Walker,synthetic_pilot,20,Female,High school,East Asia,5,14,12,6,2,1,6.4,44.8,1,2,4,1,4,4,3,4,5,4,4,5,3,0,0,0,1,0,0,1,2,2,3,1,0,0,0,0,0,2,4,4,2,3,42.9,79.2,16.7,20.0,0.0,50.0,18.3,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Zoe Hughes,synthetic_pilot,24,Male,High school,East Asia,1,18,12,3,3,2,5.1,68.5,4,5,5,5,4,4,5,5,4,3,4,5,4,1,1,1,0,1,0,3,4,4,5,4,1,1,1,1,1,4,5,5,5,4,89.3,79.2,66.7,75.0,100.0,90.0,80.6,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ruby Lin,synthetic_pilot,16,Male,Undergraduate,North America,6,0,8,3,0,0,6.5,29.3,3,4,3,1,2,3,2,1,1,2,1,1,2,1,0,1,1,1,0,3,2,4,5,4,0,0,0,0,1,4,4,4,4,4,39.3,8.3,66.7,65.0,20.0,75.0,55.8,Low loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Eli Rossi,synthetic_pilot,21,Male,Undergraduate,Other,7,8,0,3,5,4,6.3,66.9,3,2,2,3,4,3,2,3,4,4,4,3,3,0,1,1,0,0,1,3,3,4,3,4,0,0,0,0,1,4,5,5,5,5,42.9,62.5,50.0,60.0,20.0,95.0,51.8,Low loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Maya Mehta,synthetic_pilot,21,Female,High school,North America,4,19,9,2,4,5,7.4,35.0,1,2,1,2,2,3,2,5,4,5,4,4,3,0,0,0,0,0,0,3,2,1,3,2,0,0,1,0,0,3,2,1,2,1,21.4,79.2,0.0,30.0,20.0,20.0,15.5,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Vivian Wang,synthetic_pilot,17,Male,Undergraduate,North America,8,23,7,1,3,2,5.9,76.5,5,4,5,4,5,5,4,3,2,3,3,2,1,1,1,1,0,1,1,5,5,5,5,5,1,1,1,1,1,4,5,5,5,5,89.3,33.3,83.3,100.0,100.0,95.0,93.4,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nora Bennett,synthetic_pilot,20,Female,High school,East Asia,5,21,11,4,4,0,6.6,38.2,2,3,4,3,5,2,4,4,5,3,3,4,5,1,1,0,0,0,0,5,5,5,4,5,1,0,0,1,0,3,3,4,4,4,57.1,75.0,33.3,95.0,40.0,65.0,55.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Liam Wilson,synthetic_pilot,19,Female,High school,North America,4,9,2,3,0,2,5.0,36.7,5,3,4,4,3,3,5,2,3,4,3,2,2,1,1,0,0,1,1,3,4,4,2,5,0,0,1,0,0,4,4,4,4,4,71.4,41.7,66.7,65.0,20.0,75.0,55.8,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Owen Walker,synthetic_pilot,18,Female,Gap year,North America,4,16,5,1,2,4,4.7,52.1,3,3,4,5,4,3,3,3,5,4,3,4,4,0,0,1,0,0,1,3,2,5,3,4,0,0,1,0,0,3,3,3,2,4,64.3,70.8,33.3,60.0,20.0,50.0,39.2,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Nina Ibrahim,synthetic_pilot,17,Male,Early career,North America,8,9,6,1,0,2,5.7,83.1,5,4,3,4,3,2,4,2,3,4,2,4,2,1,1,1,0,1,1,5,2,4,5,5,0,1,0,1,1,4,4,4,5,3,64.3,45.8,83.3,80.0,60.0,75.0,75.4,Moderate loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Caleb Lin,synthetic_pilot,18,Female,High school,North America,2,17,13,7,5,4,6.2,60.9,2,3,3,2,5,1,2,5,3,5,5,4,5,0,1,0,0,0,0,4,2,4,2,3,0,1,0,1,0,2,3,2,3,2,39.3,87.5,16.7,50.0,40.0,35.0,33.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ava Lopez,synthetic_pilot,19,Male,High school,North America,15,24,10,0,2,1,6.2,70.6,5,5,3,2,3,4,5,2,2,2,3,3,3,1,1,1,0,0,1,2,3,4,2,2,1,0,0,1,0,5,5,5,5,5,71.4,37.5,66.7,40.0,40.0,100.0,58.3,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Grace Evans,synthetic_pilot,21,Male,Undergraduate,North America,3,4,6,4,1,3,6.4,21.1,2,2,2,2,1,2,1,3,3,4,3,4,5,0,1,0,0,0,0,5,3,3,2,3,0,0,1,0,0,3,4,3,4,3,17.9,66.7,16.7,55.0,20.0,60.0,33.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Jasper Brooks,synthetic_pilot,21,Male,High school,East Asia,7,22,11,1,1,0,4.9,62.1,2,3,4,3,2,3,3,5,3,2,3,3,3,1,0,0,1,0,1,3,4,4,4,4,1,0,0,0,1,2,3,3,2,2,46.4,54.2,50.0,70.0,40.0,35.0,50.2,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Daniel Reed,synthetic_pilot,21,Female,Undergraduate,East Asia,15,30,9,6,0,2,5.3,42.7,2,1,3,3,2,2,3,4,3,3,4,3,3,0,1,0,0,0,0,4,4,2,3,3,0,1,0,0,0,3,2,4,3,5,32.1,58.3,16.7,55.0,20.0,60.0,33.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Adrian Martinez,synthetic_pilot,18,Female,High school,North America,8,24,14,5,4,3,6.3,25.0,2,3,2,3,3,3,2,5,2,4,3,4,4,0,0,1,0,1,0,3,2,2,4,3,0,1,1,0,1,2,3,4,3,4,39.3,66.7,33.3,45.0,60.0,55.0,46.2,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
Ruby Lopez,synthetic_pilot,17,Male,High school,North America,9,13,12,7,0,3,7.0,32.3,5,5,3,4,4,4,5,2,3,3,3,2,4,0,1,0,0,1,0,4,5,5,4,4,1,0,0,1,1,4,5,5,5,5,82.1,45.8,33.3,85.0,60.0,95.0,62.2,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
